experiment_name,algorithm,dataset,n_train,validation_AK,validation_BX,validation_CH,validation_HS,validation_PS,validation_QS,validation_YW,validation_ZW,validation_good,validation_ng,validation_total,test_AK,test_BX,test_CH,test_HS,test_PS,test_QS,test_YW,test_ZW,test_good,test_ng,test_total,training_seconds,image_auroc,image_ap,pixel_auroc,pixel_ap,avg_inference_time_seconds,miss_rate_at_0.01,false_positive_rate_at_0.01,per_defect_image_auroc_score,per_defect_image_auroc_BX,per_defect_image_auroc_PS,per_defect_image_auroc_QS,per_defect_image_auroc_ZW,per_defect_image_ap_score,per_defect_image_ap_BX,per_defect_image_ap_PS,per_defect_image_ap_QS,per_defect_image_ap_ZW,per_defect_pixel_auroc_score,per_defect_pixel_auroc_BX,per_defect_pixel_auroc_PS,per_defect_pixel_auroc_QS,per_defect_pixel_auroc_ZW,per_defect_pixel_ap_score,per_defect_pixel_ap_BX,per_defect_pixel_ap_PS,per_defect_pixel_ap_QS,per_defect_pixel_ap_ZW,per_defect_image_auroc_AK,per_defect_image_auroc_HS,per_defect_image_ap_AK,per_defect_image_ap_HS,per_defect_pixel_auroc_AK,per_defect_pixel_auroc_HS,per_defect_pixel_ap_AK,per_defect_pixel_ap_HS,per_defect_image_auroc_CH,per_defect_image_ap_CH,per_defect_pixel_auroc_CH,per_defect_pixel_ap_CH,per_defect_image_auroc_YW,per_defect_image_ap_YW,per_defect_pixel_auroc_YW,per_defect_pixel_ap_YW
performance,STFPM,plastic_plug,50,5,,,5,,5,,5,20,20,40,116,,,53,,26,,47,300,242,542,5.109,0.41040633608815424,0.40045201193700414,0.7895554129952125,0.0015440490420013287,0.005134229520232158,0.0371900826446281,0.99,0.4329120312790058,,,0.4717948717948718,0.43117021276595746,0.14676423302720845,,,0.088825829013185,0.12257508701949126,0.7791066835718924,,,0.7993472225886546,0.7661825795589996,0.0006548544062499724,,,0.0003680834097830372,0.0010974358234430294,0.3629597701149425,0.4657232704402515,0.2345019360787281,0.14115407999742938,0.8256610456562881,0.7252358864836274,0.000824210476234876,0.00032968791553894696,,,,,,,,
performance,STFPM,porcelain_doll,50,,,7,7,,,,6,20,20,40,,,52,35,,,,78,300,165,465,4.932,0.6096363636363636,0.47591921324230085,0.8213868251897015,0.0018151389450054688,0.005042043655750251,0.03636363636363636,0.9433333333333334,0.6038766788766788,,,,0.6796153846153846,0.24666294740927863,,,,0.3583527365350727,0.7877237664911769,,,,0.8346967446634668,0.0007720615805528996,,,,0.00112682150414339,,0.6638095238095238,,0.2272840779487018,,0.7264280989999905,,0.00010439548945849112,0.46820512820512816,0.15435202774406137,0.8020464558100736,0.0010849677480568173,,,,
performance,STFPM,regulator,50,,,,,,20,,,20,20,40,,,,3,,43,,,300,46,346,4.517,0.447463768115942,0.1225515835078151,0.7664077553537264,0.0005549163053324588,0.005113176878584102,0.0,0.9466666666666667,0.5445090439276485,,,0.43290697674418605,,0.06830555392670642,,,0.11295038612759437,,0.8427317531911644,,,0.7632789120131402,,0.00029549795987736426,,,0.0005704216764023134,,,0.6561111111111111,,0.02366072172581847,,0.9221845943691888,,2.0574243352415154e-05,,,,,,,,
performance,STFPM,rolled_strip_base,50,7,,,,,7,,6,20,20,40,163,,,,,160,,166,300,489,789,4.839,0.7035991820040899,0.7864781403415355,0.6984026556246117,0.0022638140147901694,0.004754665652981249,0.0081799591002045,0.97,0.703234897411733,,,0.7338645833333334,0.7932429718875502,0.5676153149023394,,,0.6146468243713925,0.644719741946845,0.7555775312063259,,,0.6671526845478941,0.8991730783052325,0.0014760220753933398,,,0.0019383358135817781,0.0011786041385853387,0.582597137014315,,0.443479378388781,,0.7004068307658511,,0.0013111262740129028,,,,,,,,,
performance,STFPM,switch,50,,,,7,,7,,6,20,20,40,,,,157,,145,,155,300,457,757,6.393,0.5175237053245806,0.614360276844054,0.7896044041136655,0.008474262764058875,0.005080571070009652,0.09846827133479212,0.9,0.5168334770016539,,,0.49341379310344824,0.4996344086021506,0.3509020176073847,,,0.3240308368859527,0.34087520674328314,0.7710553589142729,,,0.7928346019306804,0.7992028565029835,0.0047767384054610085,,,0.011246646197344619,0.0022626573445455192,,0.5574522292993631,,0.38780000919291824,,0.7211286183091545,,0.000820911674492889,,,,,,,,
performance,STFPM,tape,50,,,,,7,7,,6,20,20,40,,,,,121,69,,13,300,203,503,10.312,0.5649178981937604,0.4894031187573915,0.7870550220029628,0.0025658044913683953,0.0047547600397140725,0.029556650246305417,0.9566666666666667,0.5779893338984248,,0.5843526170798897,0.5183333333333333,0.6312820512820514,0.25760752266496634,,0.3820772182226989,0.23394800244517708,0.15679734732702294,0.7889131042266885,,0.8008253921279173,0.7868649684715479,0.7790489520806,0.0013966823172352142,,0.0012026800778122439,0.0028398582468220877,0.00014750862707131113,,,,,,,,,,,,,,,,
performance,STFPM,terminalblock,50,7,,,,,7,,6,20,20,40,135,,,,,138,,96,300,369,669,4.854,0.5059485094850948,0.5579588882878412,0.8151404429064273,0.0025633960353432022,0.0045657134528204165,0.10298102981029811,0.9033333333333333,0.5027007962068348,,,0.4427536231884058,0.46736111111111106,0.30171366079885437,,,0.2788464638139884,0.22708967059706806,0.835567878840914,,,0.8005676756106159,0.8950710154551025,0.0016099422653178003,,,0.001947141187575902,0.001810324414577505,0.5979876543209877,,0.3992048479855067,,0.8110649454570232,,0.0010723611937999943,,,,,,,,,
performance,STFPM,toy,50,7,,,7,,,,6,20,20,40,118,,,120,,,,119,300,357,657,4.883,0.5130578898225957,0.5723386873297099,0.7896479037902082,0.003353876249258432,0.005373062100637984,0.008403361344537815,0.9833333333333333,0.5129014101874271,,,,0.4880952380952381,0.3182667325341551,,,,0.2683228669770382,0.7913946868930779,,,,0.832715835797613,0.0025284684724371747,,,,0.003370840998853048,0.4973728813559322,0.553236111111111,0.30377408409286566,0.3827032465325615,0.872110405370433,0.6693578195111879,0.003958558730611062,0.0002560056878474141,,,,,,,,
performance,STFPM,toy_brick,50,5,,,5,,5,,5,20,20,40,62,,,55,,76,,47,300,240,540,5.234,0.5039722222222223,0.45412666922988565,0.705789961543937,0.004276609540842893,0.004898414444472076,0.03333333333333333,0.9766666666666667,0.5168751153481133,,,0.38412280701754387,0.5431205673758865,0.18745285175776621,,,0.16373257369345678,0.17072023869814176,0.6662181135993448,,,0.7742590611670936,0.7137874432442258,0.0016099364327136073,,,0.0036263543247725457,0.0018573608091827262,0.502741935483871,0.6375151515151515,0.1678112027505635,0.2475473918889028,0.6841267265076789,0.4926992234783807,0.0003749804766504187,0.0005810501202487379,,,,,,,,
performance,STFPM,transistor1,50,,7,,,,7,,6,20,20,40,,164,,,,157,,128,300,449,749,5.043,0.45210467706013363,0.5720926681217662,0.840812607129969,0.004289726339304646,0.004728507877299758,0.0066815144766146995,0.9966666666666667,0.44457542818859713,0.5376524390243902,,0.4456050955414012,0.35046874999999994,0.3121116567713671,0.3894183509043441,,0.3210421847329168,0.22587443467684049,0.8427515439798295,0.845649534173484,,0.8744971145371555,0.8081079832288492,0.0024535904388524933,0.0027936790755917736,,0.0023622315916965076,0.0022048606492691986,,,,,,,,,,,,,,,,
performance,STFPM,u_block,50,,,5,5,,5,,5,20,20,40,,,15,12,,37,,40,300,104,404,6.392,0.49607371794871796,0.27279556275661987,0.7210098052732659,0.0010078816144381481,0.004942544306830692,0.0,0.9966666666666667,0.46445063813813814,,,0.4464414414414415,0.5993333333333334,0.09266568897968802,,,0.10468311656544475,0.1847968912355267,0.7311858651689652,,,0.6771991532679551,0.7450921503642619,0.0007604518670670951,,,0.00040225319581171806,0.002408310684673421,,0.3601388888888889,,0.03153723961654647,,0.6974100152555971,,4.611454676288417e-05,0.4518888888888889,0.04964550850123413,0.8050421417880468,0.00018512904102035722,,,,
performance,STFPM,usb,50,,5,,5,,5,,5,20,20,40,,122,,49,,78,,33,300,282,582,4.852,0.4616962174940898,0.4495740966293991,0.8084316184515746,0.0028669107436486074,0.004800375601279456,0.14184397163120568,0.9133333333333333,0.4587402735177911,0.4412295081967213,,0.4995726495726495,0.4007575757575758,0.17071319550942518,0.25315733210015906,,0.20257242540218767,0.08066652588379095,0.7843346658044957,0.85709710852533,,0.7760648253534453,0.7568433080631288,0.001244727283435204,0.0028879625259363305,,0.0014901060214665158,0.00026737773408150377,,0.49340136054421774,,0.14645649865156302,,0.7473334212760788,,0.00033346285225646557,,,,,,,,
performance,STFPM,usb_adaptor,50,5,,5,5,,,,5,20,20,40,80,,17,57,,,,82,300,236,536,5.438,0.4763276836158192,0.4205815483579155,0.7213723597096373,0.0006028967815068815,0.005005766417987127,0.012711864406779662,0.9866666666666667,0.4899456488281021,,,,0.46233739837398374,0.157363573269232,,,,0.19139698556119716,0.7172231589745746,,,,0.732857228189963,0.0002669317864373524,,,,0.00048360941262407084,0.4578958333333333,0.5049415204678362,0.2163668834590049,0.16010821968324523,0.7051961203139868,0.7173124225662743,0.00022555754411619848,0.00019328795260699312,0.534607843137255,0.06158220437348066,0.7135268648280741,0.00016527223640214723,,,,
performance,STFPM,vcpill,50,5,,,5,,5,,5,20,20,40,45,,,6,,102,,35,300,188,488,5.268,0.43755319148936167,0.3642600466308967,0.5782333395304863,0.009624204562532223,0.00513292377043578,0.07446808510638298,0.9533333333333334,0.5025767195767196,,,0.37416666666666665,0.5383809523809524,0.12971708085679445,,,0.22067656481746836,0.1215574529131469,0.6455528820951545,,,0.532804418965783,0.8155777476273682,0.00359022144954862,,,0.0071409794657755,0.002606349620197213,0.4785925925925926,0.6191666666666668,0.13575345220687535,0.04088085348968723,0.6744827090295809,0.5593466527578858,0.0042649319292644315,0.00034862478295733293,,,,,,,,
performance,STFPM,woodstick,50,,,,7,,7,,6,20,20,40,6,,,5,,62,,22,300,95,395,5.68,0.604298245614035,0.31946021916018574,0.7087162183340681,0.002784867152058953,0.00524630911384497,0.031578947368421054,0.9566666666666667,0.5807772075594656,,,0.6002956989247312,0.6440909090909089,0.11300000868343328,,,0.23580638431891504,0.12897034652117562,0.6056492780197031,,,0.7230832323000332,0.7479919958007701,0.0011993416460526274,,,0.0008891222511617112,0.003830213850387001,0.6263888888888889,0.45233333333333337,0.070632543996057,0.01659075989758549,0.5780621112422248,0.37345977273578423,3.4295250121164404e-05,4.3735232540632895e-05,,,,,,,,
performance,STFPM,zipper,50,,5,,,5,5,,5,20,20,40,,120,,,116,120,,124,300,480,780,5.269,0.4768993055555556,0.593748322461007,0.8823113283159305,0.027757496502947114,0.005003824743732529,0.041666666666666664,0.98,0.4767996114509949,0.49043055555555554,0.4808189655172414,0.4431666666666667,0.49278225806451614,0.27300241431476513,0.26821873701803395,0.27062998014881534,0.2646008972470594,0.2885600428451518,0.8739903630466628,0.8863625327560323,0.8772563534869693,0.8669015536458923,0.8654410122977574,0.012797407333459219,0.038626609016488636,0.0033372739783469455,0.004383599657576407,0.004842146681424884,,,,,,,,,,,,,,,,
performance,cpr,audiojack,50,,7,,,,7,,6,20,20,40,,119,,4,,49,,14,300,186,486,240.498,0.8753046594982079,0.8577360017644661,0.9764552483297434,0.15351803677158016,0.006728124074085037,0.010752688172043012,0.8466666666666667,0.8608008203281312,0.9847338935574229,,0.5958503401360544,0.8976190476190475,0.4712220823804425,0.9456127444289173,,0.20825492672961557,0.41321762806020673,0.9249670323434567,0.9878567555413316,,0.8923039165223289,0.983519764954268,0.05416826326758601,0.18634020594621753,,0.002521321999036054,0.02778153156294993,,0.965,,0.3178030303030303,,0.836187692355898,,2.9993562140534438e-05,,,,,,,,
performance,cpr,bottle_cap,50,7,,,7,,,,6,20,20,40,58,,,118,,1,,29,300,206,506,250.309,0.802168284789644,0.7211507394733764,0.9856658019995425,0.15154507358363806,0.0068016881424720396,0.009708737864077669,0.86,0.832405026300409,,,0.78,0.9114942528735632,0.43615735765172625,,,0.014925373134328358,0.6069346432061812,0.9873606884635461,,,,0.9989649807716603,0.11823466748645473,,,,0.11928643601636472,0.9210919540229885,0.7170338983050847,0.7166186669571788,0.4061507473092167,0.9896508901571005,0.9734661944618778,0.18768192079897428,0.04773564564402515,,,,,,,,
performance,cpr,button_battery,50,5,,5,5,,,,5,20,20,40,118,,63,104,,,,112,300,397,697,254.29,,0.8199002331432315,0.9464922547483136,0.15278163067994427,0.006401680057386289,0.010075566750629723,0.6933333333333334,0.8346308918051504,,,,0.8708035714285713,0.5587381023097835,,,,0.7503789212698652,0.9300360818473145,,,,0.9620835258768055,0.06924967123633008,,,,0.20075966656931962,0.7682485875706215,0.762275641025641,0.4175948340834111,0.3904490298073158,0.9378593787279396,0.906720324953716,0.0022244650786027924,0.00332330182806556,0.9371957671957672,0.6765296240785419,0.9134810978307968,0.07069125146933236,,,,
performance,cpr,end_cap,50,,,,5,5,5,,5,20,20,40,,,,87,114,128,,74,300,403,703,326.52,,0.6518688775909023,0.9507143005669167,0.07727179934147982,0.005860090611666697,0.009925558312655087,0.8966666666666666,0.6738081138860617,,0.8315497076023393,0.5320052083333333,0.6655855855855856,0.33424280365754994,,0.5059977292694137,0.2875085600576798,0.26393688578163516,0.9602171486889188,,0.9847658031548107,0.9757772757968934,0.9772849881060203,0.04030925947033255,,0.05085430543686962,0.041132111809869636,0.058646794375277575,,0.6660919540229885,,0.2795280395214712,,0.9030405276979508,,0.010603826259313366,,,,,,,,
performance,cpr,eraser,50,5,,,5,,5,,5,20,20,40,31,,,96,,25,,40,300,192,492,255.547,0.8636979166666665,0.8458098929792781,0.9873874110076536,0.30445587634246896,0.005998518699185275,0.010416666666666666,0.9966666666666667,0.8220764672939068,,,0.7415999999999999,0.8545833333333333,0.5510198852836953,,,0.30658433642862404,0.6867848672343537,0.9755740045882764,,,0.9883236576005328,0.9846338591419879,0.12331972292220206,,,0.051957686483485165,0.1482623322228578,0.7590322580645161,0.9330902777777779,0.3603309819841256,0.8503793554876777,0.9379160607424447,0.9914224408681401,0.022273925807208852,0.2707849471752564,,,,,,,,
performance,cpr,fire_hood,50,5,,,5,,5,,5,20,20,40,28,,,45,,58,,16,300,147,447,265.097,0.8741043083900227,0.7309113191539796,0.9724107104383461,0.169441255407553,0.005893295749441681,0.006802721088435374,0.9466666666666667,0.8867729942072614,,,0.9355172413793104,0.933125,0.4502387452624903,,,0.6578232719261097,0.4067944053819002,0.9746729340112027,,,0.9863279693591677,0.9984407887615712,0.08097232098487535,,,0.15156111388302573,0.06571139908936291,0.9545238095238096,0.723925925925926,0.5207339631384588,0.2156033406034927,0.996303830239879,0.9176191476841931,0.07964106547367697,0.026975705493435816,,,,,,,,
performance,cpr,mint,50,,,,,,,10,10,20,20,40,,,,,,,80,80,300,160,460,263.068,0.5832708333333333,0.40518341499585825,0.9467236501235282,0.05773449518833554,0.007162270434763662,0.0125,0.9433333333333334,0.5832708333333333,,,,0.7331666666666666,0.27525597008421465,,,,0.3760093668877275,0.9224628130340691,,,,0.9562276551266161,0.03199406071215146,,,,0.059073837836705625,,,,,,,,,,,,,0.433375,0.17450257328070173,0.8886979709415221,0.0049142835875972905
performance,cpr,pcb,50,,,,5,,5,5,5,20,20,40,,,,98,,99,124,104,300,425,725,259.399,0.7988235294117647,0.8512036799011397,0.9235904546638845,0.02911795780598375,0.0069179651034461005,0.009411764705882352,0.79,0.7921411157859891,,,0.8237037037037038,0.6638782051282051,0.5838811884811465,,,0.6547154477352478,0.3206958056260906,0.9269907444084522,,,0.8995989459980409,0.9687822497644458,0.02024088663978798,,,0.01008238552963582,0.05445205459152951,,0.7512244897959184,,0.46219184188516554,,0.9009635902180436,,0.0020407071356658988,,,,,0.9297580645161291,0.897921658678082,0.9386181916532786,0.014388399302320677
performance,cpr,phone_battery,50,5,,,5,5,,,5,20,20,40,33,,,23,120,,,84,300,260,560,259.894,0.8934102564102564,0.8878079647501005,0.9842024994591129,0.34947413964775415,0.00627487482141841,0.011538461538461539,0.8033333333333333,0.8208286161302466,,0.9279722222222222,,0.976031746031746,0.5171861444041744,,0.8417407330894665,,0.9152053901519662,0.9725950437728716,,0.9726273172457781,,0.9948477818848038,0.1491806184280496,,0.2008760043899335,,0.35955279973549686,0.721919191919192,0.6573913043478261,0.2051324340180049,0.10666602035725993,0.9640866428825743,0.9588184330783304,0.026368432659957045,0.009925236926811024,,,,,,,,
performance,cpr,plastic_nut,50,5,,,5,,5,,5,20,20,40,8,,,8,,51,,19,300,86,386,258.445,0.7312403100775194,0.48067517213375127,0.9748140118116299,0.10480910457927717,0.007078909067371607,0.011627906976744186,0.9166666666666666,0.7561380933952528,,,0.6613725490196078,0.9319298245614035,0.2801901305261225,,,0.2014095862214331,0.8021580500682666,0.9835741828264154,,,0.9630645738706225,0.9992653234772445,0.03850437797232201,,,0.024461458833970554,0.11630253120980412,0.77625,0.655,0.05872059331164257,0.05847229250314792,0.9775040462610894,0.9944627876967053,0.0015198375875891134,0.011733684257924235,,,,,,,,
performance,cpr,plastic_plug,50,5,,,5,,5,,5,20,20,40,116,,,53,,26,,47,300,242,542,255.258,0.809793388429752,0.7451511067212124,0.9880968348305795,0.21080289343409445,0.006524481180809321,0.008264462809917356,0.9033333333333333,0.7972378892927005,,,0.7875641025641026,0.7851773049645391,0.40107997691254543,,,0.20811979819060183,0.43944569082432433,0.9821963351977269,,,0.9876803722746695,0.9839873938853696,0.07647858014760296,,,0.03210552564445349,0.047974669065480306,0.8401724137931034,0.7760377358490567,0.6432649179688706,0.3134895006663849,0.9962019559699202,0.960915618660948,0.2135036914152005,0.012330434465277545,,,,,,,,
performance,cpr,porcelain_doll,50,,,7,7,,,,6,20,20,40,,,52,35,,,,78,300,165,465,268.602,0.7311717171717171,0.6436032286832616,0.9840802663960849,0.11016224023072253,0.00670543182796762,0.012121212121212121,0.97,0.7210466015466016,,,,0.8202991452991453,0.3848522950151099,,,,0.630057378090601,0.9787051410928219,,,,0.9888282177887668,0.05252930265065637,,,,0.12147690269920067,,0.7745714285714286,,0.3123816208472499,,0.9746231588191896,,0.009371802669472507,0.5682692307692309,0.21211788610747878,0.9726640466705093,0.026739202583295943,,,,
performance,cpr,regulator,50,,,,,,20,,,20,20,40,,,,3,,43,,,300,46,346,240.689,0.806304347826087,0.38787404640477857,0.9820901033854034,0.03793251853881578,0.006384626300592372,0.0,0.9966666666666667,0.6307622739018088,,,0.8326356589147287,,0.20545322630980173,,,0.399843721932374,,0.9645863009390324,,,0.9784307003942619,,0.021339496052421,,,0.04253151084399502,,,0.4288888888888889,,0.011062730687229464,,0.9507419014838029,,0.00014748126084697968,,,,,,,,
performance,cpr,rolled_strip_base,50,7,,,,,7,,6,20,20,40,163,,,,,160,,166,300,489,789,281.066,0.9859850034083164,0.9914150323467265,0.9975629407615388,0.46290453356837086,0.007394235361220949,0.010224948875255624,0.17333333333333334,0.9857999980494575,,,0.9656875,0.9958433734939759,0.9748996609090771,,,0.938972931651303,0.9935722143612646,0.9980173964390643,,,0.9957204437214088,0.9996716511583855,0.3528075718346348,,,0.29188028452698866,0.40072976211559175,0.9958691206543967,,0.9921538367146638,,0.9986600944373984,,0.3658126688613239,,,,,,,,,
performance,cpr,switch,50,,,,7,,7,,6,20,20,40,,,,157,,145,,155,300,457,757,286.959,0.9232385120350108,0.9545982337230017,0.9844940064964239,0.29049427079200213,0.006974310700139322,0.010940919037199124,0.7133333333333334,0.9244102411502282,,,0.9584137931034482,0.9881290322580645,0.8882715235577763,,,0.9352238754310449,0.982658646304494,0.975318499932608,,,0.9812450862307261,0.996152698709669,0.2002176322051578,,,0.2412620068522485,0.307059283697545,,0.826687898089172,,0.7469320489377903,,0.9485577148574287,,0.05233160606567996,,,,,,,,
performance,cpr,tape,50,,,,,7,7,,6,20,20,40,,,,,121,69,,13,300,203,503,255.632,0.9620689655172414,0.9441003148329699,0.991062402247594,0.2415901227945949,0.006964852286278047,0.009852216748768473,0.43,0.9541350670994939,,0.9834159779614324,0.9264251207729469,0.9525641025641025,0.8083533219529162,,0.9589015313464297,0.7128428542304489,0.7533155802818696,0.9930576709826354,,0.9970928755178681,0.9833260027936777,0.9987541346363606,0.13461757497783503,,0.24316755545336435,0.09670614371857839,0.06397902576156234,,,,,,,,,,,,,,,,
